process_code,process_name,endpoint,node_no,state_code,business_node,employee_duty,center_duty,tech_duty,data_object,domain_event,node_output
P053,报废处置,中心管理端,1,S01,申请,主办/填写,监督/协同,配置支撑/留痕,P053_S01,P053.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P053,报废处置,中心管理端,2,S02,专业鉴定,查看/配合,主办/决策,配置支撑/留痕,P053_S02,P053.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P053,报废处置,中心管理端,3,S03,价值与数据风险评估,查看/配合,监督/协同,配置支撑/留痕,P053_S03,P053.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P053,报废处置,中心管理端,4,S04,审批,查看/配合,主办/决策,配置支撑/留痕,P053_S04,P053.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P053,报废处置,中心管理端,5,S05,数据清除,查看/配合,监督/协同,配置支撑/留痕,P053_S05,P053.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P053,报废处置,中心管理端,6,S06,实物处置,查看/配合,监督/协同,配置支撑/留痕,P053_S06,P053.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P053,报废处置,中心管理端,7,S07,财务台账更新,查看/配合,监督/协同,配置支撑/留痕,P053_S07,P053.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P053,报废处置,中心管理端,8,S08,归档,查看/配合,主办/决策,配置支撑/留痕,P053_S08,P053.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P054,派车,中心管理端,1,S01,用车申请,主办/填写,监督/协同,配置支撑/留痕,P054_S01,P054.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P054,派车,中心管理端,2,S02,审批,查看/配合,主办/决策,配置支撑/留痕,P054_S02,P054.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P054,派车,中心管理端,3,S03,车辆与驾驶员匹配,查看/配合,监督/协同,配置支撑/留痕,P054_S03,P054.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P054,派车,中心管理端,4,S04,资源锁定,查看/配合,主办/决策,配置支撑/留痕,P054_S04,P054.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P054,派车,中心管理端,5,S05,出车前检查,主办/填写,监督/协同,配置支撑/留痕,P054_S05,P054.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P054,派车,中心管理端,6,S06,行程,查看/配合,监督/协同,配置支撑/留痕,P054_S06,P054.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P054,派车,中心管理端,7,S07,归还,主办/填写,监督/协同,配置支撑/留痕,P054_S07,P054.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P054,派车,中心管理端,8,S08,费用与异常,查看/配合,监督/协同,配置支撑/留痕,P054_S08,P054.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P054,派车,中心管理端,9,S09,释放,查看/配合,监督/协同,配置支撑/留痕,P054_S09,P054.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P055,车辆事故,中心管理端,1,S01,人员保护,查看/配合,监督/协同,配置支撑/留痕,P055_S01,P055.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P055,车辆事故,中心管理端,2,S02,现场警示,查看/配合,监督/协同,配置支撑/留痕,P055_S02,P055.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P055,车辆事故,中心管理端,3,S03,报警救援,查看/配合,监督/协同,配置支撑/留痕,P055_S03,P055.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P055,车辆事故,中心管理端,4,S04,调度报告,查看/配合,监督/协同,配置支撑/留痕,P055_S04,P055.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P055,车辆事故,中心管理端,5,S05,证据保全,查看/配合,监督/协同,配置支撑/留痕,P055_S05,P055.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P055,车辆事故,中心管理端,6,S06,替代保障,查看/配合,监督/协同,配置支撑/留痕,P055_S06,P055.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P055,车辆事故,中心管理端,7,S07,保险维修,查看/配合,监督/协同,配置支撑/留痕,P055_S07,P055.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P055,车辆事故,中心管理端,8,S08,案件调查,查看/配合,主办/决策,配置支撑/留痕,P055_S08,P055.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P055,车辆事故,中心管理端,9,S09,复车验收,查看/配合,主办/决策,配置支撑/留痕,P055_S09,P055.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P056,宿舍入住退宿,中心管理端,1,S01,申请/入职触发,主办/填写,监督/协同,配置支撑/留痕,P056_S01,P056.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P056,宿舍入住退宿,中心管理端,2,S02,资格房态校验,查看/配合,主办/决策,配置支撑/留痕,P056_S02,P056.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P056,宿舍入住退宿,中心管理端,3,S03,床位锁定,查看/配合,主办/决策,配置支撑/留痕,P056_S03,P056.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P056,宿舍入住退宿,中心管理端,4,S04,签收入住,主办/填写,监督/协同,配置支撑/留痕,P056_S04,P056.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P056,宿舍入住退宿,中心管理端,5,S05,巡检报修,查看/配合,监督/协同,配置支撑/留痕,P056_S05,P056.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P056,宿舍入住退宿,中心管理端,6,S06,退宿检查,查看/配合,监督/协同,配置支撑/留痕,P056_S06,P056.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P056,宿舍入住退宿,中心管理端,7,S07,钥匙门禁回收,查看/配合,监督/协同,配置支撑/留痕,P056_S07,P056.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P056,宿舍入住退宿,中心管理端,8,S08,释放床位,查看/配合,监督/协同,配置支撑/留痕,P056_S08,P056.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P057,报修,中心管理端,1,S01,报修,查看/配合,监督/协同,配置支撑/留痕,P057_S01,P057.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P057,报修,中心管理端,2,S02,风险分级,查看/配合,监督/协同,配置支撑/留痕,P057_S02,P057.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P057,报修,中心管理端,3,S03,派工,查看/配合,主办/决策,配置支撑/留痕,P057_S03,P057.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P057,报修,中心管理端,4,S04,到场诊断,查看/配合,监督/协同,配置支撑/留痕,P057_S04,P057.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P057,报修,中心管理端,5,S05,维修或转专业单位,查看/配合,监督/协同,配置支撑/留痕,P057_S05,P057.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P057,报修,中心管理端,6,S06,申请人确认,主办/填写,主办/决策,配置支撑/留痕,P057_S06,P057.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P057,报修,中心管理端,7,S07,验收,查看/配合,主办/决策,配置支撑/留痕,P057_S07,P057.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P057,报修,中心管理端,8,S08,关闭,查看/配合,主办/决策,配置支撑/留痕,P057_S08,P057.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P058,团餐交付,中心管理端,1,S01,申请,主办/填写,监督/协同,配置支撑/留痕,P058_S01,P058.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P058,团餐交付,中心管理端,2,S02,人数餐标过敏校验,查看/配合,主办/决策,配置支撑/留痕,P058_S02,P058.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P058,团餐交付,中心管理端,3,S03,审批,查看/配合,主办/决策,配置支撑/留痕,P058_S03,P058.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P058,团餐交付,中心管理端,4,S04,菜单与采购,查看/配合,监督/协同,配置支撑/留痕,P058_S04,P058.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P058,团餐交付,中心管理端,5,S05,备餐,查看/配合,监督/协同,配置支撑/留痕,P058_S05,P058.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P058,团餐交付,中心管理端,6,S06,食材领用,查看/配合,监督/协同,配置支撑/留痕,P058_S06,P058.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P058,团餐交付,中心管理端,7,S07,制作与留样,查看/配合,监督/协同,配置支撑/留痕,P058_S07,P058.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P058,团餐交付,中心管理端,8,S08,出餐签收,主办/填写,监督/协同,配置支撑/留痕,P058_S08,P058.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P058,团餐交付,中心管理端,9,S09,结算,查看/配合,监督/协同,配置支撑/留痕,P058_S09,P058.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P058,团餐交付,中心管理端,10,S10,回访,查看/配合,监督/协同,配置支撑/留痕,P058_S10,P058.stage.10.completed,节点结果、附件、状态事件、通知与审计记录
P059,食材验收,中心管理端,1,S01,到货,查看/配合,监督/协同,配置支撑/留痕,P059_S01,P059.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P059,食材验收,中心管理端,2,S02,来源票证,查看/配合,监督/协同,配置支撑/留痕,P059_S02,P059.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P059,食材验收,中心管理端,3,S03,温度感官数量,查看/配合,监督/协同,配置支撑/留痕,P059_S03,P059.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P059,食材验收,中心管理端,4,S04,合格入库/不合格隔离,查看/配合,监督/协同,配置支撑/留痕,P059_S04,P059.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P059,食材验收,中心管理端,5,S05,批次记录,查看/配合,监督/协同,配置支撑/留痕,P059_S05,P059.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P059,食材验收,中心管理端,6,S06,供应商反馈,主办/填写,监督/协同,配置支撑/留痕,P059_S06,P059.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P060,食品安全事件,中心管理端,1,S01,停止供应,查看/配合,监督/协同,配置支撑/留痕,P060_S01,P060.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P060,食品安全事件,中心管理端,2,S02,隔离批次,查看/配合,监督/协同,配置支撑/留痕,P060_S02,P060.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P060,食品安全事件,中心管理端,3,S03,保留样品记录,查看/配合,监督/协同,配置支撑/留痕,P060_S03,P060.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P060,食品安全事件,中心管理端,4,S04,报告,查看/配合,监督/协同,配置支撑/留痕,P060_S04,P060.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P060,食品安全事件,中心管理端,5,S05,医疗协助,查看/配合,监督/协同,配置支撑/留痕,P060_S05,P060.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P060,食品安全事件,中心管理端,6,S06,统一案件,查看/配合,监督/协同,配置支撑/留痕,P060_S06,P060.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P060,食品安全事件,中心管理端,7,S07,追溯调查,查看/配合,主办/决策,配置支撑/留痕,P060_S07,P060.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P060,食品安全事件,中心管理端,8,S08,整改验证,查看/配合,监督/协同,配置支撑/留痕,P060_S08,P060.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P061,餐卡结算,中心管理端,1,S01,账户变更申请,主办/填写,监督/协同,配置支撑/留痕,P061_S01,P061.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P061,餐卡结算,中心管理端,2,S02,资格校验,查看/配合,主办/决策,配置支撑/留痕,P061_S02,P061.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P061,餐卡结算,中心管理端,3,S03,充值/补贴/冻结,查看/配合,监督/协同,配置支撑/留痕,P061_S03,P061.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P061,餐卡结算,中心管理端,4,S04,交易回执,查看/配合,监督/协同,配置支撑/留痕,P061_S04,P061.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P061,餐卡结算,中心管理端,5,S05,日结对账,查看/配合,主办/决策,配置支撑/留痕,P061_S05,P061.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P061,餐卡结算,中心管理端,6,S06,差异处理,查看/配合,主办/决策,配置支撑/留痕,P061_S06,P061.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P062,日常巡逻,中心管理端,1,S01,发布班次,查看/配合,主办/决策,配置支撑/留痕,P062_S01,P062.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P062,日常巡逻,中心管理端,2,S02,领取装备,主办/填写,监督/协同,配置支撑/留痕,P062_S02,P062.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P062,日常巡逻,中心管理端,3,S03,岗位签到,查看/配合,监督/协同,配置支撑/留痕,P062_S03,P062.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P062,日常巡逻,中心管理端,4,S04,路线巡更,查看/配合,监督/协同,配置支撑/留痕,P062_S04,P062.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P062,日常巡逻,中心管理端,5,S05,异常上报,查看/配合,监督/协同,配置支撑/留痕,P062_S05,P062.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P062,日常巡逻,中心管理端,6,S06,现场措施,查看/配合,监督/协同,配置支撑/留痕,P062_S06,P062.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P062,日常巡逻,中心管理端,7,S07,工单/案件,查看/配合,监督/协同,配置支撑/留痕,P062_S07,P062.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P062,日常巡逻,中心管理端,8,S08,交接,主办/填写,监督/协同,配置支撑/留痕,P062_S08,P062.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P062,日常巡逻,中心管理端,9,S09,班次确认,主办/填写,主办/决策,配置支撑/留痕,P062_S09,P062.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P063,客流预警,中心管理端,1,S01,客流采集,查看/配合,监督/协同,配置支撑/留痕,P063_S01,P063.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P063,客流预警,中心管理端,2,S02,阈值触发,查看/配合,监督/协同,配置支撑/留痕,P063_S02,P063.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P063,客流预警,中心管理端,3,S03,区域确认,主办/填写,主办/决策,配置支撑/留痕,P063_S03,P063.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P063,客流预警,中心管理端,4,S04,疏导方案,查看/配合,监督/协同,配置支撑/留痕,P063_S04,P063.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P063,客流预警,中心管理端,5,S05,跨中心广播,查看/配合,监督/协同,配置支撑/留痕,P063_S05,P063.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P063,客流预警,中心管理端,6,S06,现场执行,主办/填写,监督/协同,配置支撑/留痕,P063_S06,P063.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P063,客流预警,中心管理端,7,S07,解除预警,查看/配合,监督/协同,配置支撑/留痕,P063_S07,P063.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P063,客流预警,中心管理端,8,S08,复盘,查看/配合,主办/决策,配置支撑/留痕,P063_S08,P063.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P064,安全事件,中心管理端,1,S01,发现,查看/配合,监督/协同,配置支撑/留痕,P064_S01,P064.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P064,安全事件,中心管理端,2,S02,人员保护,查看/配合,监督/协同,配置支撑/留痕,P064_S02,P064.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P064,安全事件,中心管理端,3,S03,报警/救援,查看/配合,监督/协同,配置支撑/留痕,P064_S03,P064.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P064,安全事件,中心管理端,4,S04,现场隔离,查看/配合,监督/协同,配置支撑/留痕,P064_S04,P064.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P064,安全事件,中心管理端,5,S05,证据保全,查看/配合,监督/协同,配置支撑/留痕,P064_S05,P064.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P064,安全事件,中心管理端,6,S06,统一案件,查看/配合,监督/协同,配置支撑/留痕,P064_S06,P064.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P064,安全事件,中心管理端,7,S07,调查整改,查看/配合,主办/决策,配置支撑/留痕,P064_S07,P064.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P064,安全事件,中心管理端,8,S08,复查关闭,查看/配合,主办/决策,配置支撑/留痕,P064_S08,P064.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P065,活动安保,中心管理端,1,S01,活动主单,查看/配合,监督/协同,配置支撑/留痕,P065_S01,P065.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P065,活动安保,中心管理端,2,S02,风险评估,查看/配合,监督/协同,配置支撑/留痕,P065_S02,P065.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P065,活动安保,中心管理端,3,S03,岗位布置,查看/配合,监督/协同,配置支撑/留痕,P065_S03,P065.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P065,活动安保,中心管理端,4,S04,人员确认,主办/填写,主办/决策,配置支撑/留痕,P065_S04,P065.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P065,活动安保,中心管理端,5,S05,现场指挥,查看/配合,监督/协同,配置支撑/留痕,P065_S05,P065.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P065,活动安保,中心管理端,6,S06,异常处置,查看/配合,监督/协同,配置支撑/留痕,P065_S06,P065.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P065,活动安保,中心管理端,7,S07,撤场清点,查看/配合,监督/协同,配置支撑/留痕,P065_S07,P065.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P065,活动安保,中心管理端,8,S08,复盘,查看/配合,主办/决策,配置支撑/留痕,P065_S08,P065.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P066,日常清洁,中心管理端,1,S01,计划生成,查看/配合,主办/决策,系统自动/技术保障,P066_S01,P066.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P066,日常清洁,中心管理端,2,S02,班次分派,查看/配合,主办/决策,配置支撑/留痕,P066_S02,P066.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P066,日常清洁,中心管理端,3,S03,任务接收,查看/配合,监督/协同,配置支撑/留痕,P066_S03,P066.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P066,日常清洁,中心管理端,4,S04,作业,主办/填写,监督/协同,配置支撑/留痕,P066_S04,P066.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P066,日常清洁,中心管理端,5,S05,自检,查看/配合,监督/协同,配置支撑/留痕,P066_S05,P066.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P066,日常清洁,中心管理端,6,S06,巡检,查看/配合,监督/协同,配置支撑/留痕,P066_S06,P066.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P066,日常清洁,中心管理端,7,S07,不合格返工,查看/配合,监督/协同,配置支撑/留痕,P066_S07,P066.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P066,日常清洁,中心管理端,8,S08,验收,查看/配合,主办/决策,配置支撑/留痕,P066_S08,P066.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P067,污染应急,中心管理端,1,S01,发现,查看/配合,监督/协同,配置支撑/留痕,P067_S01,P067.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P067,污染应急,中心管理端,2,S02,设置警示,查看/配合,监督/协同,配置支撑/留痕,P067_S02,P067.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P067,污染应急,中心管理端,3,S03,快速清理,查看/配合,监督/协同,配置支撑/留痕,P067_S03,P067.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P067,污染应急,中心管理端,4,S04,必要时协同安保,查看/配合,监督/协同,配置支撑/留痕,P067_S04,P067.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P067,污染应急,中心管理端,5,S05,复查,查看/配合,监督/协同,配置支撑/留痕,P067_S05,P067.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P067,污染应急,中心管理端,6,S06,原因记录,查看/配合,监督/协同,配置支撑/留痕,P067_S06,P067.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P067,污染应急,中心管理端,7,S07,关闭,查看/配合,主办/决策,配置支撑/留痕,P067_S07,P067.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P068,活动保障,中心管理端,1,S01,活动需求,查看/配合,监督/协同,配置支撑/留痕,P068_S01,P068.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P068,活动保障,中心管理端,2,S02,区域工作量评估,查看/配合,监督/协同,配置支撑/留痕,P068_S02,P068.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P068,活动保障,中心管理端,3,S03,人员耗材计划,查看/配合,主办/决策,配置支撑/留痕,P068_S03,P068.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P068,活动保障,中心管理端,4,S04,现场执行,主办/填写,监督/协同,配置支撑/留痕,P068_S04,P068.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P068,活动保障,中心管理端,5,S05,动态补位,查看/配合,监督/协同,配置支撑/留痕,P068_S05,P068.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P068,活动保障,中心管理端,6,S06,撤场清洁,主办/填写,监督/协同,配置支撑/留痕,P068_S06,P068.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P068,活动保障,中心管理端,7,S07,验收复盘,查看/配合,主办/决策,配置支撑/留痕,P068_S07,P068.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P069,商户准入,中心管理端,1,S01,商户申请,主办/填写,监督/协同,配置支撑/留痕,P069_S01,P069.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P069,商户准入,中心管理端,2,S02,资质核验,查看/配合,主办/决策,配置支撑/留痕,P069_S02,P069.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P069,商户准入,中心管理端,3,S03,品类与位置评审,查看/配合,主办/决策,配置支撑/留痕,P069_S03,P069.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P069,商户准入,中心管理端,4,S04,合同协同,查看/配合,监督/协同,配置支撑/留痕,P069_S04,P069.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P069,商户准入,中心管理端,5,S05,装修/进场,查看/配合,监督/协同,配置支撑/留痕,P069_S05,P069.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P069,商户准入,中心管理端,6,S06,验收,查看/配合,主办/决策,配置支撑/留痕,P069_S06,P069.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P069,商户准入,中心管理端,7,S07,开业,查看/配合,监督/协同,配置支撑/留痕,P069_S07,P069.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P070,日常巡检,中心管理端,1,S01,巡检计划,查看/配合,主办/决策,配置支撑/留痕,P070_S01,P070.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P070,日常巡检,中心管理端,2,S02,现场检查,查看/配合,监督/协同,配置支撑/留痕,P070_S02,P070.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P070,日常巡检,中心管理端,3,S03,问题记录,查看/配合,监督/协同,配置支撑/留痕,P070_S03,P070.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P070,日常巡检,中心管理端,4,S04,整改通知,查看/配合,监督/协同,配置支撑/留痕,P070_S04,P070.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P070,日常巡检,中心管理端,5,S05,商户反馈,主办/填写,监督/协同,配置支撑/留痕,P070_S05,P070.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P070,日常巡检,中心管理端,6,S06,复查,查看/配合,监督/协同,配置支撑/留痕,P070_S06,P070.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P070,日常巡检,中心管理端,7,S07,关闭或升级案件,查看/配合,主办/决策,配置支撑/留痕,P070_S07,P070.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P071,退场,中心管理端,1,S01,退场申请或合同到期,主办/填写,监督/协同,配置支撑/留痕,P071_S01,P071.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P071,退场,中心管理端,2,S02,费用核对,查看/配合,监督/协同,配置支撑/留痕,P071_S02,P071.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P071,退场,中心管理端,3,S03,资产和场地检查,查看/配合,监督/协同,配置支撑/留痕,P071_S03,P071.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P071,退场,中心管理端,4,S04,钥匙门禁回收,查看/配合,监督/协同,配置支撑/留痕,P071_S04,P071.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P071,退场,中心管理端,5,S05,恢复验收,查看/配合,主办/决策,配置支撑/留痕,P071_S05,P071.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P071,退场,中心管理端,6,S06,合同财务回写,查看/配合,监督/协同,系统自动/技术保障,P071_S06,P071.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P071,退场,中心管理端,7,S07,关闭,查看/配合,主办/决策,配置支撑/留痕,P071_S07,P071.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P072,节目上线,中心管理端,1,S01,节目立项,查看/配合,监督/协同,配置支撑/留痕,P072_S01,P072.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P072,节目上线,中心管理端,2,S02,创排,查看/配合,监督/协同,配置支撑/留痕,P072_S02,P072.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P072,节目上线,中心管理端,3,S03,角色设计,查看/配合,监督/协同,配置支撑/留痕,P072_S03,P072.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P072,节目上线,中心管理端,4,S04,排练,查看/配合,监督/协同,配置支撑/留痕,P072_S04,P072.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P072,节目上线,中心管理端,5,S05,艺术技术安全评审,查看/配合,主办/决策,配置支撑/留痕,P072_S05,P072.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P072,节目上线,中心管理端,6,S06,试演,查看/配合,监督/协同,配置支撑/留痕,P072_S06,P072.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P072,节目上线,中心管理端,7,S07,版本批准,查看/配合,主办/决策,配置支撑/留痕,P072_S07,P072.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P072,节目上线,中心管理端,8,S08,排期,查看/配合,监督/协同,配置支撑/留痕,P072_S08,P072.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P073,场次执行,中心管理端,1,S01,场次发布,查看/配合,主办/决策,配置支撑/留痕,P073_S01,P073.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P073,场次执行,中心管理端,2,S02,演员排班,查看/配合,主办/决策,配置支撑/留痕,P073_S02,P073.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P073,场次执行,中心管理端,3,S03,冲突校验,查看/配合,主办/决策,配置支撑/留痕,P073_S03,P073.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P073,场次执行,中心管理端,4,S04,替补确认,主办/填写,主办/决策,配置支撑/留痕,P073_S04,P073.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P073,场次执行,中心管理端,5,S05,场前检查,查看/配合,监督/协同,配置支撑/留痕,P073_S05,P073.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P073,场次执行,中心管理端,6,S06,演出,主办/填写,监督/协同,配置支撑/留痕,P073_S06,P073.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P073,场次执行,中心管理端,7,S07,结果确认,主办/填写,主办/决策,配置支撑/留痕,P073_S07,P073.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P073,场次执行,中心管理端,8,S08,异常复盘,查看/配合,主办/决策,配置支撑/留痕,P073_S08,P073.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
