process_code,process_name,endpoint,interface_code,external_system,purpose,interaction,key_data,idempotency_key,retry_policy,compensation,audit
P068,活动保障,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P068-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P069,商户准入,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P069-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P069,商户准入,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P069-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P069,商户准入,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P069-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P069,商户准入,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P069-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P069,商户准入,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P069-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P069,商户准入,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P069-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P070,日常巡检,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P070-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P070,日常巡检,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P070-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P070,日常巡检,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P070-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P070,日常巡检,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P070-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P070,日常巡检,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P070-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P070,日常巡检,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P070-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P071,退场,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P071-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P071,退场,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P071-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P071,退场,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P071-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P071,退场,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P071-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P071,退场,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P071-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P071,退场,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P071-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P071,退场,中心管理端,I07,资产仓储系统,物料、批次、序列号、库存与资产状态,API+事件,物料/资产ID/数量/库位,P071-07-{业务主键},指数退避3次；超限转死信/人工,库存锁补偿；负库存阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P072,节目上线,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P072-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P072,节目上线,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P072-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P072,节目上线,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P072-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P072,节目上线,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P072-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P072,节目上线,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P072-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P072,节目上线,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P072-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P073,场次执行,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P073-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P073,场次执行,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P073-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P073,场次执行,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P073-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P073,场次执行,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P073-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P073,场次执行,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P073-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P073,场次执行,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P073-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P074,临时缺员,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P074-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P074,临时缺员,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P074-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P074,临时缺员,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P074-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P074,临时缺员,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P074-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P074,临时缺员,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P074-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P074,临时缺员,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P074-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P075,停演,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P075-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P075,停演,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P075-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P075,停演,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P075-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P075,停演,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P075-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P075,停演,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P075-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P075,停演,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P075-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P075,停演,中心管理端,I07,订单票务与支付,订单、支付、出票、核销、退款,API+消息,订单号/票码/金额/状态,P075-07-{业务主键},指数退避3次；超限转死信/人工,幂等回调；差异队列,请求ID、响应码、耗时、摘要、重试和最终结果
P076,场次准备,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P076-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P076,场次准备,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P076-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P076,场次准备,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P076-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P076,场次准备,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P076-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P076,场次准备,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P076-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P076,场次准备,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P076-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P076,场次准备,中心管理端,I07,资产仓储系统,物料、批次、序列号、库存与资产状态,API+事件,物料/资产ID/数量/库位,P076-07-{业务主键},指数退避3次；超限转死信/人工,库存锁补偿；负库存阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P077,损坏报损,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P077-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P077,损坏报损,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P077-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P077,损坏报损,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P077-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P077,损坏报损,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P077-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P077,损坏报损,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P077-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P077,损坏报损,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P077-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P077,损坏报损,中心管理端,I07,资产仓储系统,物料、批次、序列号、库存与资产状态,API+事件,物料/资产ID/数量/库位,P077-07-{业务主键},指数退避3次；超限转死信/人工,库存锁补偿；负库存阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P078,盘点,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P078-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P078,盘点,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P078-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P078,盘点,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P078-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P078,盘点,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P078-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P078,盘点,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P078-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P078,盘点,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P078-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P078,盘点,中心管理端,I07,资产仓储系统,物料、批次、序列号、库存与资产状态,API+事件,物料/资产ID/数量/库位,P078-07-{业务主键},指数退避3次；超限转死信/人工,库存锁补偿；负库存阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P079,飞行任务,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P079-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P079,飞行任务,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P079-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P079,飞行任务,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P079-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P079,飞行任务,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P079-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P079,飞行任务,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P079-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P079,飞行任务,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P079-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P080,任务取消,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P080-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P080,任务取消,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P080-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P080,任务取消,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P080-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P080,任务取消,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P080-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P080,任务取消,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P080-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P080,任务取消,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P080-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P080,任务取消,中心管理端,I07,订单票务与支付,订单、支付、出票、核销、退款,API+消息,订单号/票码/金额/状态,P080-07-{业务主键},指数退避3次；超限转死信/人工,幂等回调；差异队列,请求ID、响应码、耗时、摘要、重试和最终结果
P081,飞行事故,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P081-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P081,飞行事故,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P081-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P081,飞行事故,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P081-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P081,飞行事故,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P081-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P081,飞行事故,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P081-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P081,飞行事故,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P081-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P082,场次技术保障,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P082-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P082,场次技术保障,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P082-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P082,场次技术保障,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P082-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P082,场次技术保障,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P082-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P082,场次技术保障,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P082-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P082,场次技术保障,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P082-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P083,设备故障,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P083-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P083,设备故障,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P083-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P083,设备故障,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P083-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P083,设备故障,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P083-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P083,设备故障,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P083-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P083,设备故障,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P083-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P084,停演技术建议,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P084-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P084,停演技术建议,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P084-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P084,停演技术建议,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P084-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P084,停演技术建议,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P084-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P084,停演技术建议,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P084-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P084,停演技术建议,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P084-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P085,网络故障,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P085-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P085,网络故障,中心管理端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P085-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P085,网络故障,中心管理端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P085-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P085,网络故障,中心管理端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P085-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P085,网络故障,中心管理端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P085-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P085,网络故障,中心管理端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P085-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P085,网络故障,中心管理端,I07,CMDB/研发/CI-CD,配置项、代码、构建、测试、发布、监控,API+Webhook,工作项/构建号/版本/环境,P085-07-{业务主键},指数退避3次；超限转死信/人工,回退流水；发布门禁,请求ID、响应码、耗时、摘要、重试和最终结果
P086,网络变更,中心管理端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P086-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
