process_code,process_name,endpoint,state_code,state_name,enter_condition,allowed_action,next_state,sla,timeout_policy,rollback_rule,audit_point
P066,日常清洁,中心管理端,S05,自检,作业,提交/确认/处理/退回/转交（按权限）,巡检,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P066,日常清洁,中心管理端,S06,巡检,自检,提交/确认/处理/退回/转交（按权限）,不合格返工,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P066,日常清洁,中心管理端,S07,不合格返工,巡检,提交/确认/处理/退回/转交（按权限）,验收,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P066,日常清洁,中心管理端,S08,验收,不合格返工,提交/确认/处理/退回/转交（按权限）,已关闭,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P067,污染应急,中心管理端,S01,发现,流程触发/发起,提交/确认/处理/退回/转交（按权限）,设置警示,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P067,污染应急,中心管理端,S02,设置警示,发现,提交/确认/处理/退回/转交（按权限）,快速清理,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P067,污染应急,中心管理端,S03,快速清理,设置警示,提交/确认/处理/退回/转交（按权限）,必要时协同安保,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P067,污染应急,中心管理端,S04,必要时协同安保,快速清理,提交/确认/处理/退回/转交（按权限）,复查,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P067,污染应急,中心管理端,S05,复查,必要时协同安保,提交/确认/处理/退回/转交（按权限）,原因记录,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P067,污染应急,中心管理端,S06,原因记录,复查,提交/确认/处理/退回/转交（按权限）,关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P067,污染应急,中心管理端,S07,关闭,原因记录,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P068,活动保障,中心管理端,S01,活动需求,流程触发/发起,提交/确认/处理/退回/转交（按权限）,区域工作量评估,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P068,活动保障,中心管理端,S02,区域工作量评估,活动需求,提交/确认/处理/退回/转交（按权限）,人员耗材计划,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P068,活动保障,中心管理端,S03,人员耗材计划,区域工作量评估,提交/确认/处理/退回/转交（按权限）,现场执行,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P068,活动保障,中心管理端,S04,现场执行,人员耗材计划,提交/确认/处理/退回/转交（按权限）,动态补位,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P068,活动保障,中心管理端,S05,动态补位,现场执行,提交/确认/处理/退回/转交（按权限）,撤场清洁,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P068,活动保障,中心管理端,S06,撤场清洁,动态补位,提交/确认/处理/退回/转交（按权限）,验收复盘,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P068,活动保障,中心管理端,S07,验收复盘,撤场清洁,提交/确认/处理/退回/转交（按权限）,已关闭,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P069,商户准入,中心管理端,S01,商户申请,流程触发/发起,提交/确认/处理/退回/转交（按权限）,资质核验,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P069,商户准入,中心管理端,S02,资质核验,商户申请,提交/确认/处理/退回/转交（按权限）,品类与位置评审,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P069,商户准入,中心管理端,S03,品类与位置评审,资质核验,提交/确认/处理/退回/转交（按权限）,合同协同,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P069,商户准入,中心管理端,S04,合同协同,品类与位置评审,提交/确认/处理/退回/转交（按权限）,装修/进场,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P069,商户准入,中心管理端,S05,装修/进场,合同协同,提交/确认/处理/退回/转交（按权限）,验收,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P069,商户准入,中心管理端,S06,验收,装修/进场,提交/确认/处理/退回/转交（按权限）,开业,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P069,商户准入,中心管理端,S07,开业,验收,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P070,日常巡检,中心管理端,S01,巡检计划,流程触发/发起,提交/确认/处理/退回/转交（按权限）,现场检查,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P070,日常巡检,中心管理端,S02,现场检查,巡检计划,提交/确认/处理/退回/转交（按权限）,问题记录,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P070,日常巡检,中心管理端,S03,问题记录,现场检查,提交/确认/处理/退回/转交（按权限）,整改通知,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P070,日常巡检,中心管理端,S04,整改通知,问题记录,提交/确认/处理/退回/转交（按权限）,商户反馈,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P070,日常巡检,中心管理端,S05,商户反馈,整改通知,提交/确认/处理/退回/转交（按权限）,复查,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P070,日常巡检,中心管理端,S06,复查,商户反馈,提交/确认/处理/退回/转交（按权限）,关闭或升级案件,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P070,日常巡检,中心管理端,S07,关闭或升级案件,复查,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P071,退场,中心管理端,S01,退场申请或合同到期,流程触发/发起,提交/确认/处理/退回/转交（按权限）,费用核对,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P071,退场,中心管理端,S02,费用核对,退场申请或合同到期,提交/确认/处理/退回/转交（按权限）,资产和场地检查,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P071,退场,中心管理端,S03,资产和场地检查,费用核对,提交/确认/处理/退回/转交（按权限）,钥匙门禁回收,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P071,退场,中心管理端,S04,钥匙门禁回收,资产和场地检查,提交/确认/处理/退回/转交（按权限）,恢复验收,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P071,退场,中心管理端,S05,恢复验收,钥匙门禁回收,提交/确认/处理/退回/转交（按权限）,合同财务回写,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P071,退场,中心管理端,S06,合同财务回写,恢复验收,提交/确认/处理/退回/转交（按权限）,关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P071,退场,中心管理端,S07,关闭,合同财务回写,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P072,节目上线,中心管理端,S01,节目立项,流程触发/发起,提交/确认/处理/退回/转交（按权限）,创排,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P072,节目上线,中心管理端,S02,创排,节目立项,提交/确认/处理/退回/转交（按权限）,角色设计,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P072,节目上线,中心管理端,S03,角色设计,创排,提交/确认/处理/退回/转交（按权限）,排练,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P072,节目上线,中心管理端,S04,排练,角色设计,提交/确认/处理/退回/转交（按权限）,艺术技术安全评审,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P072,节目上线,中心管理端,S05,艺术技术安全评审,排练,提交/确认/处理/退回/转交（按权限）,试演,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P072,节目上线,中心管理端,S06,试演,艺术技术安全评审,提交/确认/处理/退回/转交（按权限）,版本批准,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P072,节目上线,中心管理端,S07,版本批准,试演,提交/确认/处理/退回/转交（按权限）,排期,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P072,节目上线,中心管理端,S08,排期,版本批准,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P073,场次执行,中心管理端,S01,场次发布,流程触发/发起,提交/确认/处理/退回/转交（按权限）,演员排班,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P073,场次执行,中心管理端,S02,演员排班,场次发布,提交/确认/处理/退回/转交（按权限）,冲突校验,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P073,场次执行,中心管理端,S03,冲突校验,演员排班,提交/确认/处理/退回/转交（按权限）,替补确认,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P073,场次执行,中心管理端,S04,替补确认,冲突校验,提交/确认/处理/退回/转交（按权限）,场前检查,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P073,场次执行,中心管理端,S05,场前检查,替补确认,提交/确认/处理/退回/转交（按权限）,演出,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P073,场次执行,中心管理端,S06,演出,场前检查,提交/确认/处理/退回/转交（按权限）,结果确认,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P073,场次执行,中心管理端,S07,结果确认,演出,提交/确认/处理/退回/转交（按权限）,异常复盘,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P073,场次执行,中心管理端,S08,异常复盘,结果确认,提交/确认/处理/退回/转交（按权限）,已关闭,立即响应；L3/L4 30分钟内升级,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P074,临时缺员,中心管理端,S01,缺员报告,流程触发/发起,提交/确认/处理/退回/转交（按权限）,替补资格校验,事项关闭后2个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P074,临时缺员,中心管理端,S02,替补资格校验,缺员报告,提交/确认/处理/退回/转交（按权限）,排班变更,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P074,临时缺员,中心管理端,S03,排班变更,替补资格校验,提交/确认/处理/退回/转交（按权限）,相关部门通知,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P074,临时缺员,中心管理端,S04,相关部门通知,排班变更,提交/确认/处理/退回/转交（按权限）,场前确认,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P074,临时缺员,中心管理端,S05,场前确认,相关部门通知,提交/确认/处理/退回/转交（按权限）,结果记录,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P074,临时缺员,中心管理端,S06,结果记录,场前确认,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P075,停演,中心管理端,S01,风险发现,流程触发/发起,提交/确认/处理/退回/转交（按权限）,暂停/取消决定,立即响应；L3/L4 30分钟内升级,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P075,停演,中心管理端,S02,暂停/取消决定,风险发现,提交/确认/处理/退回/转交（按权限）,游客与运营通知,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P075,停演,中心管理端,S03,游客与运营通知,暂停/取消决定,提交/确认/处理/退回/转交（按权限）,技术和票务协同,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P075,停演,中心管理端,S04,技术和票务协同,游客与运营通知,提交/确认/处理/退回/转交（按权限）,原因调查,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P075,停演,中心管理端,S05,原因调查,技术和票务协同,提交/确认/处理/退回/转交（按权限）,复演条件确认,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P075,停演,中心管理端,S06,复演条件确认,原因调查,提交/确认/处理/退回/转交（按权限）,已关闭,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P076,场次准备,中心管理端,S01,读取节目版本,流程触发/发起,提交/确认/处理/退回/转交（按权限）,生成配置清单,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P076,场次准备,中心管理端,S02,生成配置清单,读取节目版本,提交/确认/处理/退回/转交（按权限）,备货,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P076,场次准备,中心管理端,S03,备货,生成配置清单,提交/确认/处理/退回/转交（按权限）,状态检查,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P076,场次准备,中心管理端,S04,状态检查,备货,提交/确认/处理/退回/转交（按权限）,领用签收,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P076,场次准备,中心管理端,S05,领用签收,状态检查,提交/确认/处理/退回/转交（按权限）,场次使用,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P076,场次准备,中心管理端,S06,场次使用,领用签收,提交/确认/处理/退回/转交（按权限）,归还验收,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P076,场次准备,中心管理端,S07,归还验收,场次使用,提交/确认/处理/退回/转交（按权限）,清洁维护,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P076,场次准备,中心管理端,S08,清洁维护,归还验收,提交/确认/处理/退回/转交（按权限）,已关闭,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P077,损坏报损,中心管理端,S01,归还发现异常,流程触发/发起,提交/确认/处理/退回/转交（按权限）,隔离,立即响应；L3/L4 30分钟内升级,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P077,损坏报损,中心管理端,S02,隔离,归还发现异常,提交/确认/处理/退回/转交（按权限）,专业鉴定,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P077,损坏报损,中心管理端,S03,专业鉴定,隔离,提交/确认/处理/退回/转交（按权限）,维修/报损建议,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P077,损坏报损,中心管理端,S04,维修/报损建议,专业鉴定,提交/确认/处理/退回/转交（按权限）,审批,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P077,损坏报损,中心管理端,S05,审批,维修/报损建议,提交/确认/处理/退回/转交（按权限）,维修或资产处置,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P077,损坏报损,中心管理端,S06,维修或资产处置,审批,提交/确认/处理/退回/转交（按权限）,状态回写,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P077,损坏报损,中心管理端,S07,状态回写,维修或资产处置,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P078,盘点,中心管理端,S01,计划,流程触发/发起,提交/确认/处理/退回/转交（按权限）,分区冻结,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P078,盘点,中心管理端,S02,分区冻结,计划,提交/确认/处理/退回/转交（按权限）,实盘,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P078,盘点,中心管理端,S03,实盘,分区冻结,提交/确认/处理/退回/转交（按权限）,差异,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P078,盘点,中心管理端,S04,差异,实盘,提交/确认/处理/退回/转交（按权限）,追溯场次领用,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P078,盘点,中心管理端,S05,追溯场次领用,差异,提交/确认/处理/退回/转交（按权限）,处理,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P078,盘点,中心管理端,S06,处理,追溯场次领用,提交/确认/处理/退回/转交（按权限）,复核,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P078,盘点,中心管理端,S07,复核,处理,提交/确认/处理/退回/转交（按权限）,已关闭,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P079,飞行任务,中心管理端,S01,任务申请,流程触发/发起,提交/确认/处理/退回/转交（按权限）,区域与用途审核,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P079,飞行任务,中心管理端,S02,区域与用途审核,任务申请,提交/确认/处理/退回/转交（按权限）,资质设备校验,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P079,飞行任务,中心管理端,S03,资质设备校验,区域与用途审核,提交/确认/处理/退回/转交（按权限）,气象与报备,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P079,飞行任务,中心管理端,S04,气象与报备,资质设备校验,提交/确认/处理/退回/转交（按权限）,计划批准,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P079,飞行任务,中心管理端,S05,计划批准,气象与报备,提交/确认/处理/退回/转交（按权限）,场前检查,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P079,飞行任务,中心管理端,S06,场前检查,计划批准,提交/确认/处理/退回/转交（按权限）,飞行,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P079,飞行任务,中心管理端,S07,飞行,场前检查,提交/确认/处理/退回/转交（按权限）,日志回传,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P079,飞行任务,中心管理端,S08,日志回传,飞行,提交/确认/处理/退回/转交（按权限）,验收归档,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
