table,name,columns,kind,unique,where,purpose
fleet.vehicle_dispatch,uk_fleet_vehicle_dispatch_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
fleet.vehicle_incident,idx_fleet_vehicle_incident_tenant,tenant_id,BTREE,否,,租户过滤/RLS
fleet.vehicle_incident,uk_fleet_vehicle_incident_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
fleet.vehicle_incident,idx_fleet_vehicle_incident_status,"tenant_id,status",BTREE,否,,待办和状态查询
fleet.vehicle_incident,idx_fleet_vehicle_incident_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
fleet.vehicle_incident,idx_fleet_vehicle_incident_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
fleet.vehicle_incident,uk_fleet_vehicle_incident_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
dormitory.stay_record,idx_dormitory_stay_record_tenant,tenant_id,BTREE,否,,租户过滤/RLS
dormitory.stay_record,uk_dormitory_stay_record_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
dormitory.stay_record,idx_dormitory_stay_record_status,"tenant_id,status",BTREE,否,,待办和状态查询
dormitory.stay_record,idx_dormitory_stay_record_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
dormitory.stay_record,idx_dormitory_stay_record_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
dormitory.stay_record,uk_dormitory_stay_record_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
maintenance.repair_order,idx_maintenance_repair_order_tenant,tenant_id,BTREE,否,,租户过滤/RLS
maintenance.repair_order,uk_maintenance_repair_order_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
maintenance.repair_order,idx_maintenance_repair_order_status,"tenant_id,status",BTREE,否,,待办和状态查询
maintenance.repair_order,idx_maintenance_repair_order_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
maintenance.repair_order,idx_maintenance_repair_order_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
maintenance.repair_order,uk_maintenance_repair_order_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
maintenance.repair_order_item,idx_maintenance_repair_order_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
maintenance.repair_order_item,idx_maintenance_repair_order_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
catering.group_meal_order,idx_catering_group_meal_order_tenant,tenant_id,BTREE,否,,租户过滤/RLS
catering.group_meal_order,uk_catering_group_meal_order_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
catering.group_meal_order,idx_catering_group_meal_order_status,"tenant_id,status",BTREE,否,,待办和状态查询
catering.group_meal_order,idx_catering_group_meal_order_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
catering.group_meal_order,idx_catering_group_meal_order_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
catering.group_meal_order,uk_catering_group_meal_order_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
catering.group_meal_order_item,idx_catering_group_meal_order_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
catering.group_meal_order_item,idx_catering_group_meal_order_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
catering.ingredient_acceptance,idx_catering_ingredient_acceptance_tenant,tenant_id,BTREE,否,,租户过滤/RLS
catering.ingredient_acceptance,uk_catering_ingredient_acceptance_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
catering.ingredient_acceptance,idx_catering_ingredient_acceptance_status,"tenant_id,status",BTREE,否,,待办和状态查询
catering.ingredient_acceptance,idx_catering_ingredient_acceptance_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
catering.ingredient_acceptance,idx_catering_ingredient_acceptance_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
catering.ingredient_acceptance,uk_catering_ingredient_acceptance_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
catering.ingredient_acceptance_item,idx_catering_ingredient_acceptance_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
catering.ingredient_acceptance_item,idx_catering_ingredient_acceptance_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
catering.food_safety_incident,idx_catering_food_safety_incident_tenant,tenant_id,BTREE,否,,租户过滤/RLS
catering.food_safety_incident,uk_catering_food_safety_incident_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
catering.food_safety_incident,idx_catering_food_safety_incident_status,"tenant_id,status",BTREE,否,,待办和状态查询
catering.food_safety_incident,idx_catering_food_safety_incident_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
catering.food_safety_incident,idx_catering_food_safety_incident_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
catering.food_safety_incident,uk_catering_food_safety_incident_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
catering.food_safety_incident_item,idx_catering_food_safety_incident_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
catering.food_safety_incident_item,idx_catering_food_safety_incident_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
catering.meal_card_settlement,idx_catering_meal_card_settlement_tenant,tenant_id,BTREE,否,,租户过滤/RLS
catering.meal_card_settlement,uk_catering_meal_card_settlement_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
catering.meal_card_settlement,idx_catering_meal_card_settlement_status,"tenant_id,status",BTREE,否,,待办和状态查询
catering.meal_card_settlement,idx_catering_meal_card_settlement_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
catering.meal_card_settlement,idx_catering_meal_card_settlement_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
catering.meal_card_settlement,uk_catering_meal_card_settlement_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
catering.meal_card_settlement_item,idx_catering_meal_card_settlement_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
catering.meal_card_settlement_item,idx_catering_meal_card_settlement_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
security.patrol_task,idx_security_patrol_task_tenant,tenant_id,BTREE,否,,租户过滤/RLS
security.patrol_task,uk_security_patrol_task_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
security.patrol_task,idx_security_patrol_task_status,"tenant_id,status",BTREE,否,,待办和状态查询
security.patrol_task,idx_security_patrol_task_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
security.patrol_task,idx_security_patrol_task_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
security.patrol_task,uk_security_patrol_task_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
security.crowd_alert,idx_security_crowd_alert_tenant,tenant_id,BTREE,否,,租户过滤/RLS
security.crowd_alert,uk_security_crowd_alert_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
security.crowd_alert,idx_security_crowd_alert_status,"tenant_id,status",BTREE,否,,待办和状态查询
security.crowd_alert,idx_security_crowd_alert_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
security.crowd_alert,idx_security_crowd_alert_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
security.crowd_alert,uk_security_crowd_alert_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
security.security_incident,idx_security_security_incident_tenant,tenant_id,BTREE,否,,租户过滤/RLS
security.security_incident,uk_security_security_incident_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
security.security_incident,idx_security_security_incident_status,"tenant_id,status",BTREE,否,,待办和状态查询
security.security_incident,idx_security_security_incident_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
security.security_incident,idx_security_security_incident_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
security.security_incident,uk_security_security_incident_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
security.event_security_plan,idx_security_event_security_plan_tenant,tenant_id,BTREE,否,,租户过滤/RLS
security.event_security_plan,uk_security_event_security_plan_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
security.event_security_plan,idx_security_event_security_plan_status,"tenant_id,status",BTREE,否,,待办和状态查询
security.event_security_plan,idx_security_event_security_plan_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
security.event_security_plan,idx_security_event_security_plan_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
security.event_security_plan,uk_security_event_security_plan_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
cleaning.cleaning_task,idx_cleaning_cleaning_task_tenant,tenant_id,BTREE,否,,租户过滤/RLS
cleaning.cleaning_task,uk_cleaning_cleaning_task_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
cleaning.cleaning_task,idx_cleaning_cleaning_task_status,"tenant_id,status",BTREE,否,,待办和状态查询
cleaning.cleaning_task,idx_cleaning_cleaning_task_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
cleaning.cleaning_task,idx_cleaning_cleaning_task_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
cleaning.cleaning_task,uk_cleaning_cleaning_task_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
cleaning.cleaning_task_item,idx_cleaning_cleaning_task_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
cleaning.cleaning_task_item,idx_cleaning_cleaning_task_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
cleaning.pollution_incident,idx_cleaning_pollution_incident_tenant,tenant_id,BTREE,否,,租户过滤/RLS
cleaning.pollution_incident,uk_cleaning_pollution_incident_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
cleaning.pollution_incident,idx_cleaning_pollution_incident_status,"tenant_id,status",BTREE,否,,待办和状态查询
cleaning.pollution_incident,idx_cleaning_pollution_incident_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
cleaning.pollution_incident,idx_cleaning_pollution_incident_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
cleaning.pollution_incident,uk_cleaning_pollution_incident_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
cleaning.pollution_incident_item,idx_cleaning_pollution_incident_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
cleaning.pollution_incident_item,idx_cleaning_pollution_incident_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
cleaning.event_support,idx_cleaning_event_support_tenant,tenant_id,BTREE,否,,租户过滤/RLS
cleaning.event_support,uk_cleaning_event_support_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
cleaning.event_support,idx_cleaning_event_support_status,"tenant_id,status",BTREE,否,,待办和状态查询
cleaning.event_support,idx_cleaning_event_support_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
cleaning.event_support,idx_cleaning_event_support_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
cleaning.event_support,uk_cleaning_event_support_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
cleaning.event_support_item,idx_cleaning_event_support_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
cleaning.event_support_item,idx_cleaning_event_support_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
merchant.merchant_admission,idx_merchant_merchant_admission_tenant,tenant_id,BTREE,否,,租户过滤/RLS
merchant.merchant_admission,uk_merchant_merchant_admission_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
merchant.merchant_admission,idx_merchant_merchant_admission_status,"tenant_id,status",BTREE,否,,待办和状态查询
merchant.merchant_admission,idx_merchant_merchant_admission_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
merchant.merchant_admission,idx_merchant_merchant_admission_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
merchant.merchant_admission,uk_merchant_merchant_admission_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
merchant.merchant_admission_item,idx_merchant_merchant_admission_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
merchant.merchant_admission_item,idx_merchant_merchant_admission_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
merchant.merchant_inspection,idx_merchant_merchant_inspection_tenant,tenant_id,BTREE,否,,租户过滤/RLS
merchant.merchant_inspection,uk_merchant_merchant_inspection_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
merchant.merchant_inspection,idx_merchant_merchant_inspection_status,"tenant_id,status",BTREE,否,,待办和状态查询
merchant.merchant_inspection,idx_merchant_merchant_inspection_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
merchant.merchant_inspection,idx_merchant_merchant_inspection_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
merchant.merchant_inspection,uk_merchant_merchant_inspection_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
merchant.merchant_inspection_item,idx_merchant_merchant_inspection_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
merchant.merchant_inspection_item,idx_merchant_merchant_inspection_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
merchant.merchant_exit,idx_merchant_merchant_exit_tenant,tenant_id,BTREE,否,,租户过滤/RLS
merchant.merchant_exit,uk_merchant_merchant_exit_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
merchant.merchant_exit,idx_merchant_merchant_exit_status,"tenant_id,status",BTREE,否,,待办和状态查询
merchant.merchant_exit,idx_merchant_merchant_exit_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
merchant.merchant_exit,idx_merchant_merchant_exit_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
merchant.merchant_exit,uk_merchant_merchant_exit_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
merchant.merchant_exit_item,idx_merchant_merchant_exit_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
merchant.merchant_exit_item,idx_merchant_merchant_exit_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
entertainment.program,idx_entertainment_program_tenant,tenant_id,BTREE,否,,租户过滤/RLS
entertainment.program,uk_entertainment_program_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
entertainment.program,idx_entertainment_program_status,"tenant_id,status",BTREE,否,,待办和状态查询
entertainment.program,idx_entertainment_program_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
entertainment.program,idx_entertainment_program_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
entertainment.program,uk_entertainment_program_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
entertainment.show_session,idx_entertainment_show_session_tenant,tenant_id,BTREE,否,,租户过滤/RLS
entertainment.show_session,uk_entertainment_show_session_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
entertainment.show_session,idx_entertainment_show_session_status,"tenant_id,status",BTREE,否,,待办和状态查询
entertainment.show_session,idx_entertainment_show_session_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
entertainment.show_session,idx_entertainment_show_session_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
entertainment.show_session,uk_entertainment_show_session_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
entertainment.show_session_item,idx_entertainment_show_session_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
entertainment.show_session_item,idx_entertainment_show_session_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
entertainment.staff_shortage,idx_entertainment_staff_shortage_tenant,tenant_id,BTREE,否,,租户过滤/RLS
entertainment.staff_shortage,uk_entertainment_staff_shortage_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
entertainment.staff_shortage,idx_entertainment_staff_shortage_status,"tenant_id,status",BTREE,否,,待办和状态查询
entertainment.staff_shortage,idx_entertainment_staff_shortage_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
entertainment.staff_shortage,idx_entertainment_staff_shortage_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
entertainment.staff_shortage,uk_entertainment_staff_shortage_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
entertainment.staff_shortage_item,idx_entertainment_staff_shortage_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
entertainment.staff_shortage_item,idx_entertainment_staff_shortage_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
entertainment.suspension_decision,idx_entertainment_suspension_decision_tenant,tenant_id,BTREE,否,,租户过滤/RLS
entertainment.suspension_decision,uk_entertainment_suspension_decision_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
entertainment.suspension_decision,idx_entertainment_suspension_decision_status,"tenant_id,status",BTREE,否,,待办和状态查询
entertainment.suspension_decision,idx_entertainment_suspension_decision_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
entertainment.suspension_decision,idx_entertainment_suspension_decision_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
entertainment.suspension_decision,uk_entertainment_suspension_decision_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
entertainment.suspension_decision_item,idx_entertainment_suspension_decision_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
entertainment.suspension_decision_item,idx_entertainment_suspension_decision_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
costume.session_preparation,idx_costume_session_preparation_tenant,tenant_id,BTREE,否,,租户过滤/RLS
costume.session_preparation,uk_costume_session_preparation_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
costume.session_preparation,idx_costume_session_preparation_status,"tenant_id,status",BTREE,否,,待办和状态查询
costume.session_preparation,idx_costume_session_preparation_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
costume.session_preparation,idx_costume_session_preparation_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
costume.session_preparation,uk_costume_session_preparation_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
costume.damage_report,idx_costume_damage_report_tenant,tenant_id,BTREE,否,,租户过滤/RLS
costume.damage_report,uk_costume_damage_report_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
costume.damage_report,idx_costume_damage_report_status,"tenant_id,status",BTREE,否,,待办和状态查询
costume.damage_report,idx_costume_damage_report_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
costume.damage_report,idx_costume_damage_report_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
costume.damage_report,uk_costume_damage_report_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
costume.inventory_check,idx_costume_inventory_check_tenant,tenant_id,BTREE,否,,租户过滤/RLS
costume.inventory_check,uk_costume_inventory_check_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
costume.inventory_check,idx_costume_inventory_check_status,"tenant_id,status",BTREE,否,,待办和状态查询
costume.inventory_check,idx_costume_inventory_check_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
costume.inventory_check,idx_costume_inventory_check_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
costume.inventory_check,uk_costume_inventory_check_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
drone.flight_task,idx_drone_flight_task_tenant,tenant_id,BTREE,否,,租户过滤/RLS
drone.flight_task,uk_drone_flight_task_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
drone.flight_task,idx_drone_flight_task_status,"tenant_id,status",BTREE,否,,待办和状态查询
drone.flight_task,idx_drone_flight_task_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
drone.flight_task,idx_drone_flight_task_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
drone.flight_task,uk_drone_flight_task_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
drone.flight_task_item,idx_drone_flight_task_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
drone.flight_task_item,idx_drone_flight_task_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
drone.flight_cancellation,idx_drone_flight_cancellation_tenant,tenant_id,BTREE,否,,租户过滤/RLS
drone.flight_cancellation,uk_drone_flight_cancellation_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
drone.flight_cancellation,idx_drone_flight_cancellation_status,"tenant_id,status",BTREE,否,,待办和状态查询
drone.flight_cancellation,idx_drone_flight_cancellation_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
drone.flight_cancellation,idx_drone_flight_cancellation_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
drone.flight_cancellation,uk_drone_flight_cancellation_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
drone.flight_cancellation_item,idx_drone_flight_cancellation_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
drone.flight_cancellation_item,idx_drone_flight_cancellation_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
drone.flight_incident,idx_drone_flight_incident_tenant,tenant_id,BTREE,否,,租户过滤/RLS
drone.flight_incident,uk_drone_flight_incident_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
drone.flight_incident,idx_drone_flight_incident_status,"tenant_id,status",BTREE,否,,待办和状态查询
drone.flight_incident,idx_drone_flight_incident_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
drone.flight_incident,idx_drone_flight_incident_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
drone.flight_incident,uk_drone_flight_incident_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
drone.flight_incident_item,idx_drone_flight_incident_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
drone.flight_incident_item,idx_drone_flight_incident_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
entertainment.tech_support_task,idx_entertainment_tech_support_task_tenant,tenant_id,BTREE,否,,租户过滤/RLS
entertainment.tech_support_task,uk_entertainment_tech_support_task_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
entertainment.tech_support_task,idx_entertainment_tech_support_task_status,"tenant_id,status",BTREE,否,,待办和状态查询
entertainment.tech_support_task,idx_entertainment_tech_support_task_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
entertainment.tech_support_task,idx_entertainment_tech_support_task_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
entertainment.tech_support_task,uk_entertainment_tech_support_task_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
entertainment.equipment_fault,idx_entertainment_equipment_fault_tenant,tenant_id,BTREE,否,,租户过滤/RLS
entertainment.equipment_fault,uk_entertainment_equipment_fault_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
entertainment.equipment_fault,idx_entertainment_equipment_fault_status,"tenant_id,status",BTREE,否,,待办和状态查询
entertainment.equipment_fault,idx_entertainment_equipment_fault_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
entertainment.equipment_fault,idx_entertainment_equipment_fault_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
entertainment.equipment_fault,uk_entertainment_equipment_fault_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
entertainment.equipment_fault_item,idx_entertainment_equipment_fault_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
entertainment.equipment_fault_item,idx_entertainment_equipment_fault_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
entertainment.suspension_advice,idx_entertainment_suspension_advice_tenant,tenant_id,BTREE,否,,租户过滤/RLS
entertainment.suspension_advice,uk_entertainment_suspension_advice_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
entertainment.suspension_advice,idx_entertainment_suspension_advice_status,"tenant_id,status",BTREE,否,,待办和状态查询
entertainment.suspension_advice,idx_entertainment_suspension_advice_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
entertainment.suspension_advice,idx_entertainment_suspension_advice_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
entertainment.suspension_advice,uk_entertainment_suspension_advice_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
itops.network_incident,idx_itops_network_incident_tenant,tenant_id,BTREE,否,,租户过滤/RLS
itops.network_incident,uk_itops_network_incident_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
itops.network_incident,idx_itops_network_incident_status,"tenant_id,status",BTREE,否,,待办和状态查询
itops.network_incident,idx_itops_network_incident_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
itops.network_incident,idx_itops_network_incident_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
itops.network_incident,uk_itops_network_incident_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
itops.network_incident_item,idx_itops_network_incident_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
itops.network_incident_item,idx_itops_network_incident_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
itops.network_change,idx_itops_network_change_tenant,tenant_id,BTREE,否,,租户过滤/RLS
itops.network_change,uk_itops_network_change_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
itops.network_change,idx_itops_network_change_status,"tenant_id,status",BTREE,否,,待办和状态查询
itops.network_change,idx_itops_network_change_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
itops.network_change,idx_itops_network_change_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
itops.network_change,uk_itops_network_change_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
itops.network_change_item,idx_itops_network_change_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
itops.network_change_item,idx_itops_network_change_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
itops.event_support,idx_itops_event_support_tenant,tenant_id,BTREE,否,,租户过滤/RLS
itops.event_support,uk_itops_event_support_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
itops.event_support,idx_itops_event_support_status,"tenant_id,status",BTREE,否,,待办和状态查询
itops.event_support,idx_itops_event_support_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
itops.event_support,idx_itops_event_support_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
itops.event_support,uk_itops_event_support_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
itops.event_support_item,idx_itops_event_support_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
itops.event_support_item,idx_itops_event_support_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
itops.service_request,idx_itops_service_request_tenant,tenant_id,BTREE,否,,租户过滤/RLS
itops.service_request,uk_itops_service_request_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
itops.service_request,idx_itops_service_request_status,"tenant_id,status",BTREE,否,,待办和状态查询
itops.service_request,idx_itops_service_request_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
itops.service_request,idx_itops_service_request_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
itops.service_request,uk_itops_service_request_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
itops.service_request_item,idx_itops_service_request_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
itops.service_request_item,idx_itops_service_request_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
devops.release,idx_devops_release_tenant,tenant_id,BTREE,否,,租户过滤/RLS
devops.release,uk_devops_release_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
devops.release,idx_devops_release_status,"tenant_id,status",BTREE,否,,待办和状态查询
devops.release,idx_devops_release_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
devops.release,idx_devops_release_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
devops.release,uk_devops_release_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
devops.release_item,idx_devops_release_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
devops.release_item,idx_devops_release_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
iam.account_execution,idx_iam_account_execution_tenant,tenant_id,BTREE,否,,租户过滤/RLS
iam.account_execution,uk_iam_account_execution_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
iam.account_execution,idx_iam_account_execution_status,"tenant_id,status",BTREE,否,,待办和状态查询
