source_table,source_column,target_table,target_column,relation_type,on_delete,note
administration.official_document,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
administration.official_document,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
administration.official_document,created_by,org.employee,id,N:1,RESTRICT,字段级外键
administration.official_document,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
administration.official_document,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
administration.official_document,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
administration.official_document,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
administration.official_document_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
administration.official_document_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
administration.official_document_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
administration.large_event,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
administration.large_event,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
administration.large_event,created_by,org.employee,id,N:1,RESTRICT,字段级外键
administration.large_event,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
administration.large_event,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
administration.large_event,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
administration.large_event,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
administration.large_event_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
administration.large_event_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
administration.large_event_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
asset.stock_in,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
asset.stock_in,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
asset.stock_in,created_by,org.employee,id,N:1,RESTRICT,字段级外键
asset.stock_in,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
asset.stock_in,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
asset.stock_in,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
asset.stock_in,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
asset.asset_use_transaction,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
asset.asset_use_transaction,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
asset.asset_use_transaction,created_by,org.employee,id,N:1,RESTRICT,字段级外键
asset.asset_use_transaction,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
asset.asset_use_transaction,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
asset.asset_use_transaction,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
asset.asset_use_transaction,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
asset.stocktake,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
asset.stocktake,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
asset.stocktake,created_by,org.employee,id,N:1,RESTRICT,字段级外键
asset.stocktake,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
asset.stocktake,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
asset.stocktake,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
asset.stocktake,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
asset.stocktake_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
asset.stocktake_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
asset.stocktake_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
asset.asset_disposal,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
asset.asset_disposal,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
asset.asset_disposal,created_by,org.employee,id,N:1,RESTRICT,字段级外键
asset.asset_disposal,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
asset.asset_disposal,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
asset.asset_disposal,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
asset.asset_disposal,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
fleet.vehicle_dispatch,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
fleet.vehicle_dispatch,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
fleet.vehicle_dispatch,created_by,org.employee,id,N:1,RESTRICT,字段级外键
fleet.vehicle_dispatch,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
fleet.vehicle_dispatch,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
fleet.vehicle_dispatch,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
fleet.vehicle_dispatch,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
fleet.vehicle_incident,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
fleet.vehicle_incident,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
fleet.vehicle_incident,created_by,org.employee,id,N:1,RESTRICT,字段级外键
fleet.vehicle_incident,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
fleet.vehicle_incident,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
fleet.vehicle_incident,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
fleet.vehicle_incident,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
dormitory.stay_record,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
dormitory.stay_record,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
dormitory.stay_record,created_by,org.employee,id,N:1,RESTRICT,字段级外键
dormitory.stay_record,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
dormitory.stay_record,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
dormitory.stay_record,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
dormitory.stay_record,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
maintenance.repair_order,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
maintenance.repair_order,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
maintenance.repair_order,created_by,org.employee,id,N:1,RESTRICT,字段级外键
maintenance.repair_order,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
maintenance.repair_order,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
maintenance.repair_order,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
maintenance.repair_order,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
maintenance.repair_order_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
maintenance.repair_order_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
maintenance.repair_order_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.group_meal_order,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
catering.group_meal_order,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
catering.group_meal_order,created_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.group_meal_order,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.group_meal_order,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
catering.group_meal_order,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
catering.group_meal_order,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
catering.group_meal_order_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
catering.group_meal_order_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.group_meal_order_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.ingredient_acceptance,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
catering.ingredient_acceptance,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
catering.ingredient_acceptance,created_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.ingredient_acceptance,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.ingredient_acceptance,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
catering.ingredient_acceptance,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
catering.ingredient_acceptance,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
catering.ingredient_acceptance_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
catering.ingredient_acceptance_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.ingredient_acceptance_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.food_safety_incident,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
catering.food_safety_incident,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
catering.food_safety_incident,created_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.food_safety_incident,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.food_safety_incident,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
catering.food_safety_incident,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
catering.food_safety_incident,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
catering.food_safety_incident_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
catering.food_safety_incident_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.food_safety_incident_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.meal_card_settlement,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
catering.meal_card_settlement,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
catering.meal_card_settlement,created_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.meal_card_settlement,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.meal_card_settlement,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
catering.meal_card_settlement,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
catering.meal_card_settlement,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
catering.meal_card_settlement_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
catering.meal_card_settlement_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
catering.meal_card_settlement_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
security.patrol_task,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
security.patrol_task,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
security.patrol_task,created_by,org.employee,id,N:1,RESTRICT,字段级外键
security.patrol_task,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
security.patrol_task,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
security.patrol_task,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
security.patrol_task,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
security.crowd_alert,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
security.crowd_alert,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
security.crowd_alert,created_by,org.employee,id,N:1,RESTRICT,字段级外键
security.crowd_alert,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
security.crowd_alert,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
security.crowd_alert,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
security.crowd_alert,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
security.security_incident,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
security.security_incident,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
security.security_incident,created_by,org.employee,id,N:1,RESTRICT,字段级外键
security.security_incident,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
security.security_incident,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
security.security_incident,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
security.security_incident,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
security.event_security_plan,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
security.event_security_plan,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
security.event_security_plan,created_by,org.employee,id,N:1,RESTRICT,字段级外键
security.event_security_plan,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
security.event_security_plan,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
security.event_security_plan,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
security.event_security_plan,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.cleaning_task,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
cleaning.cleaning_task,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
cleaning.cleaning_task,created_by,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.cleaning_task,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.cleaning_task,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
cleaning.cleaning_task,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
cleaning.cleaning_task,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.cleaning_task_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
cleaning.cleaning_task_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.cleaning_task_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.pollution_incident,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
cleaning.pollution_incident,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
cleaning.pollution_incident,created_by,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.pollution_incident,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.pollution_incident,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
cleaning.pollution_incident,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
cleaning.pollution_incident,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.pollution_incident_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
cleaning.pollution_incident_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.pollution_incident_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.event_support,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
cleaning.event_support,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
cleaning.event_support,created_by,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.event_support,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.event_support,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
cleaning.event_support,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
cleaning.event_support,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.event_support_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
cleaning.event_support_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
cleaning.event_support_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_admission,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
merchant.merchant_admission,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
merchant.merchant_admission,created_by,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_admission,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_admission,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
merchant.merchant_admission,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
merchant.merchant_admission,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_admission_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
merchant.merchant_admission_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_admission_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_inspection,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
merchant.merchant_inspection,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
merchant.merchant_inspection,created_by,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_inspection,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_inspection,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
merchant.merchant_inspection,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
merchant.merchant_inspection,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_inspection_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
merchant.merchant_inspection_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_inspection_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_exit,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
merchant.merchant_exit,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
merchant.merchant_exit,created_by,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_exit,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_exit,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
merchant.merchant_exit,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
merchant.merchant_exit,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_exit_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
merchant.merchant_exit_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
merchant.merchant_exit_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.program,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
entertainment.program,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
entertainment.program,created_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.program,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.program,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.program,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.program,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.show_session,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
entertainment.show_session,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
entertainment.show_session,created_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.show_session,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.show_session,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.show_session,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.show_session,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.show_session_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
entertainment.show_session_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.show_session_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.staff_shortage,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
entertainment.staff_shortage,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
entertainment.staff_shortage,created_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.staff_shortage,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.staff_shortage,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.staff_shortage,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.staff_shortage,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.staff_shortage_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
entertainment.staff_shortage_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.staff_shortage_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.suspension_decision,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
entertainment.suspension_decision,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
entertainment.suspension_decision,created_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.suspension_decision,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.suspension_decision,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.suspension_decision,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.suspension_decision,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.suspension_decision_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
entertainment.suspension_decision_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.suspension_decision_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
costume.session_preparation,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
costume.session_preparation,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
costume.session_preparation,created_by,org.employee,id,N:1,RESTRICT,字段级外键
costume.session_preparation,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
costume.session_preparation,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
costume.session_preparation,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
costume.session_preparation,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
costume.damage_report,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
costume.damage_report,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
costume.damage_report,created_by,org.employee,id,N:1,RESTRICT,字段级外键
costume.damage_report,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
costume.damage_report,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
costume.damage_report,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
costume.damage_report,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
costume.inventory_check,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
costume.inventory_check,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
costume.inventory_check,created_by,org.employee,id,N:1,RESTRICT,字段级外键
costume.inventory_check,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
costume.inventory_check,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
costume.inventory_check,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
costume.inventory_check,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_task,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
drone.flight_task,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
drone.flight_task,created_by,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_task,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_task,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
drone.flight_task,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
drone.flight_task,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_task_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
drone.flight_task_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_task_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_cancellation,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
drone.flight_cancellation,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
drone.flight_cancellation,created_by,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_cancellation,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_cancellation,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
drone.flight_cancellation,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
drone.flight_cancellation,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_cancellation_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
drone.flight_cancellation_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_cancellation_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_incident,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
drone.flight_incident,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
drone.flight_incident,created_by,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_incident,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_incident,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
drone.flight_incident,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
drone.flight_incident,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_incident_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
drone.flight_incident_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
drone.flight_incident_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.tech_support_task,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
entertainment.tech_support_task,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
entertainment.tech_support_task,created_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.tech_support_task,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.tech_support_task,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.tech_support_task,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.tech_support_task,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.equipment_fault,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
entertainment.equipment_fault,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
entertainment.equipment_fault,created_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.equipment_fault,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.equipment_fault,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.equipment_fault,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.equipment_fault,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.equipment_fault_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
entertainment.equipment_fault_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.equipment_fault_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.suspension_advice,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
entertainment.suspension_advice,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
entertainment.suspension_advice,created_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.suspension_advice,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
entertainment.suspension_advice,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.suspension_advice,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
entertainment.suspension_advice,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
itops.network_incident,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
itops.network_incident,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
itops.network_incident,created_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.network_incident,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.network_incident,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
itops.network_incident,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
itops.network_incident,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
itops.network_incident_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
itops.network_incident_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.network_incident_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.network_change,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
itops.network_change,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
itops.network_change,created_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.network_change,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.network_change,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
